Packet Number,Time_interval,Layer,src_ip,scr_port,dst_port,ack_no,tcp_length,sql,stream,Time(seconds),socket_count
26331,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26335,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26339,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26343,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26347,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26351,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26355,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26359,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26363,0,TCP,104.21.54.244,443,51386,0,126,0,224,,
26462,3,TCP,185.207.206.213,443,51378,118,1429,0,216,,
26466,0,TCP,185.207.206.213,443,51378,0,1429,0,216,,
26470,0,TCP,185.207.206.213,443,51378,0,1429,0,216,,
26474,0,TCP,185.207.206.213,443,51378,0,1429,0,216,,
26478,0,TCP,185.207.206.213,443,51378,0,1429,0,216,,
26482,0,TCP,104.21.54.244,443,51386,0,512,0,224,,
26492,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26496,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26500,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26504,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26508,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26512,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26516,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26520,0,TCP,104.21.54.244,443,51386,0,1072,0,224,,
26528,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26532,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26536,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26540,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26544,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26548,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26552,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26556,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26560,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26564,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26568,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26572,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26576,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26580,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26584,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26588,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26592,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26596,0,TCP,162.159.138.60,443,51387,664,0,0,225,,
26597,0,TCP,162.159.138.60,443,51387,0,1440,0,225,,
26598,0,TCP,162.159.138.60,443,51387,0,1440,0,225,,
26602,0,TCP,162.159.138.60,443,51387,0,1440,0,225,,
26603,0,TCP,162.159.138.60,443,51387,0,550,0,225,,
26615,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26619,0,TCP,162.159.138.60,443,51387,559,0,0,225,,
26620,0,TCP,104.21.54.244,443,51386,31,1440,0,224,,
26624,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26628,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26632,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26636,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26640,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26644,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26648,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26652,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26656,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26660,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26664,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26668,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26672,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26676,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26680,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26684,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26688,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26692,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26696,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26700,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26704,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26708,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26712,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26716,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26720,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26724,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26728,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26732,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26736,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26740,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26744,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26748,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26752,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26756,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26760,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26764,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26768,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26775,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26778,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26782,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26786,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26790,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26794,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26798,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26802,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26806,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26810,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26814,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26818,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26822,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26826,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26830,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26834,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26838,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26842,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26846,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26850,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26854,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26858,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26862,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26866,0,TCP,104.21.54.244,443,51386,0,1072,0,224,,
26870,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26874,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26878,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26882,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26886,0,TCP,185.207.206.213,443,51378,0,1429,0,216,,
26890,0,TCP,185.207.206.213,443,51378,0,1429,0,216,,
26894,0,TCP,185.207.206.213,443,51378,0,1429,0,216,,
26898,0,TCP,185.207.206.213,443,51378,0,1436,0,216,,
26902,0,TCP,185.207.206.213,443,51378,0,1436,0,216,,
26913,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26917,0,TCP,104.21.54.244,443,51386,0,786,0,224,,
26921,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26925,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26929,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26933,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26937,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26950,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26962,0,TCP,185.207.206.213,443,51378,0,1436,0,216,,
26966,0,TCP,185.207.206.213,443,51378,0,1436,0,216,,
26970,0,TCP,185.207.206.213,443,51378,0,1436,0,216,,
26974,0,TCP,185.207.206.213,443,51378,0,517,0,216,,
26978,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26979,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26983,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26987,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26991,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
26995,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27000,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27004,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27008,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27012,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27016,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27020,0,TCP,162.159.138.60,443,51387,0,1440,0,225,,
27021,0,TCP,162.159.138.60,443,51387,0,401,0,225,,
27022,0,TCP,162.159.138.60,443,51387,0,374,0,225,,
27029,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27035,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27039,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27043,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27047,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27051,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27055,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27059,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27063,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27067,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27071,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27075,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27079,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27083,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27087,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27091,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27095,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27099,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27103,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27111,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27115,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27119,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27123,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27127,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27131,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27135,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27139,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27143,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27150,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27154,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27158,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27162,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27166,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27170,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27181,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27185,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27189,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27193,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27197,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27201,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27210,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27214,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27218,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27222,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27226,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27230,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27237,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27241,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27245,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27249,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27253,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27257,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27262,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27266,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27270,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27274,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27278,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27282,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27286,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27290,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27294,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27301,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27305,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27310,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27314,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27318,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27322,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27326,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27330,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27348,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27352,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27356,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27360,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27364,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27368,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27372,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27376,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27380,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27384,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27388,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27392,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27396,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27400,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27404,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27408,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27419,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27423,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27427,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27431,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27435,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27439,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27443,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27447,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27451,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27456,0,TCP,23.53.240.41,443,51388,676,0,0,226,,
27457,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27461,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27478,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27485,0,TCP,23.53.240.41,443,51388,0,1440,0,226,,
27486,0,TCP,23.53.240.41,443,51388,0,1440,0,226,,
27490,0,TCP,23.53.240.41,443,51388,0,834,0,226,,
27499,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27500,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27504,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27505,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27510,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27511,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27515,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27516,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27520,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27521,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27525,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27526,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27530,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27531,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27535,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27536,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27541,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27542,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27546,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27547,0,TCP,104.21.54.244,443,51386,0,544,0,224,,
27551,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27555,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27559,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27563,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27567,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27571,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27575,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27579,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27583,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27587,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27591,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27595,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27599,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27603,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27607,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27611,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27615,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27619,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27623,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27627,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27631,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27635,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27639,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27643,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27647,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27651,0,TCP,23.53.240.41,443,51388,80,0,0,226,,
27652,0,TCP,23.53.240.41,443,51388,0,287,0,226,,
27653,0,TCP,23.53.240.41,443,51388,0,287,0,226,,
27657,0,TCP,23.53.240.41,443,51388,170,0,0,226,,
27658,0,TCP,23.53.240.41,443,51388,583,0,0,226,,
27659,0,TCP,23.53.240.41,443,51388,0,61,0,226,,
27660,0,TCP,23.53.240.41,443,51388,0,31,0,226,,
27667,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27671,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27675,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27679,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27683,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27687,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27691,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27695,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27699,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27703,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27707,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27711,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27715,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27719,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27723,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27727,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27731,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27735,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27739,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27743,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27747,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27751,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27755,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27759,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27763,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27767,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27771,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27775,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27779,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27783,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27787,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27791,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27795,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27799,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27803,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27807,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27811,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27815,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27819,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27823,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27827,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27831,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27835,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27839,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27843,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27847,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27851,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27855,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27859,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27863,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27867,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27871,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27875,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27879,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27883,0,TCP,23.53.240.41,443,51388,31,0,0,226,,
27884,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27888,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27892,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27896,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27900,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27904,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27908,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27912,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27916,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27920,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27924,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27928,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27932,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27936,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27940,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27944,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27948,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27952,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27956,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27960,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27964,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27968,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27972,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27976,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27980,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27984,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27988,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27992,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
27996,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28000,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28004,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28008,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28012,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28016,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28020,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28024,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28028,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28032,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28036,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28040,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28044,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28048,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28052,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28056,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28060,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28064,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28068,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28072,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28076,0,TCP,185.207.206.213,443,51378,0,1429,0,216,,
28080,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28084,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28088,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28092,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28096,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28100,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28104,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28108,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28112,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28116,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28120,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28124,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28128,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28132,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28136,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28137,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28141,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28142,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28146,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28147,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28151,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
28152,0,TCP,104.21.54.244,443,51386,0,1440,0,224,,
